title,releaseDate,productionCompany
The Ides of March,2011-08-31,Columbia Pictures
The Ides of March,2011-08-31,Cross Creek Pictures
The Ides of March,2011-08-31,Exclusive Media Group
The Ides of March,2011-08-31,Crystal Sky Entertainment
The Ides of March,2011-08-31,Smokehouse Pictures
The Ides of March,2011-08-31,Appian Way Productions
Rango,2011-02-14,Nickelodeon Movies
Rango,2011-02-14,Blind Wink Productions
Rango,2011-02-14,GK Films
A Cat in Paris,2010-10-15,Folimage
A Cat in Paris,2010-10-15,Lunanime
A Cat in Paris,2010-10-15,Lumière
A Cat in Paris,2010-10-15,Digit Anima
A Cat in Paris,2010-10-15,France 3 Cinéma
A Cat in Paris,2010-10-15,Rhône-Alpes Cinéma
A Cat in Paris,2010-10-15,RTBF
Chico and Rita,2010-11-19,Fernando Trueba PC Estudio Mariscal Magic Light Pictures
Kung Fu Panda 2,2011-05-22,DreamWorks Animation
Puss in Boots,2011-10-16,DreamWorks Animation
Footnote,2011-05-14,United King Films  Movie Plus
In Darkness,2011-09-02,"Zebra Films, Schmidtz Katze Filmkollektiv, the Film Works"
Monsieur Lazhar,2011-08-08,micro_scope
Undefeated,2011-03-13,Zipper Bros Films Spitfire Pictures Five Smooth Stones Productions Level 22 Productions
Hell and Back Again,2011-10-05,Roast Beef Productions
Hell and Back Again,2011-10-05,Thought Engine Media Group
Saving Face,2012-03-08,HBO Documentary Films
The Tsunami and the Cherry Blossom,2011-09-12,Supply & Demand Integrated
Pentecost,2011-12-04,EMU Productions
Time Freak,2011-04-29,Team Toad
The Fantastic Flying Books of Mr. Morris Lessmore,2011-01-30,Moonbot Studios
La Luna,2011-06-06,Pixar Animation Studios
A Morning Stroll,2011-06-10,Studio AKA
Sunday,1999-09-19,National Film Board of Canada
Wild Life,1999-09-19,National Film Board of Canada
The Adventures of Tintin,2011-10-22,Paramount Pictures
The Adventures of Tintin,2011-10-22,Nickelodeon Movies
The Adventures of Tintin,2011-10-22,DreamWorks Pictures
The Adventures of Tintin,2011-10-22,Columbia Pictures
The Adventures of Tintin,2011-10-22,Amblin Entertainment
The Adventures of Tintin,2011-10-22,WingNut Films
The Adventures of Tintin,2011-10-22,The Kennedy/Marshall Company
The Adventures of Tintin,2011-10-22,Hemisphere Media Capital
The Muppets,2011-11-04,Walt Disney Pictures Mandeville Films
Rio,2011-03-22,Blue Sky Studios
Rio,2011-03-22,20th Century Fox Animation
Drive,2011-05-20,Bold Films
Drive,2011-05-20,OddLot Entertainment
Drive,2011-05-20,Marc Platt Productions
Drive,2011-05-20,Motel Movies
Transformers: Dark of the Moon,2011-06-23,Paramount Pictures
Transformers: Dark of the Moon,2011-06-23,Hasbro Studios
Transformers: Dark of the Moon,2011-06-23,di Bonaventura Pictures
Harry Potterand the Deathly Hallows – Part 2,2011-07-07,Warner Bros. Pictures
Harry Potterand the Deathly Hallows – Part 2,2011-07-07,Heyday Films
Anonymous,2011-09-11,Columbia Pictures
Anonymous,2011-09-11,Anonymous Pictures
Anonymous,2011-09-11,Centropolis Entertainment
Anonymous,2011-09-11,Relativity Media
Anonymous,2011-09-11,Studio Babelsberg Motion Pictures
Jane Eyre,2011-03-09,Focus Features BBC Films Ruby Films
W.E.,2011-09-01,Semtex Films IM Global
Real Steel,2011-09-06,21 Laps Entertainment
Real Steel,2011-09-06,Montford Murphy Productions
Real Steel,2011-09-06,DreamWorks Pictures
Rise of the Planet of the Apes,2011-08-05,20th Century Fox
Rise of the Planet of the Apes,2011-08-05,Chernin Entertainment
Rise of the Planet of the Apes,2011-08-05,Dune Entertainment
Rise of the Planet of the Apes,2011-08-05,Ingenious Media
Argo,2012-08-31,GK Films
Argo,2012-08-31,Smokehouse Pictures
Amour,2012-05-20,Les Films du Losange
Amour,2012-05-20,X Filme Creative Pool
Amour,2012-05-20,Wega Film
Amour,2012-05-20,France 3 Cinéma
Amour,2012-05-20,Canal+
Beasts of the Southern Wild,2012-01-20,Cinereach Court 13 Journeyman Pictures
Django Unchained,2012-12-11,A Band Apart
Django Unchained,2012-12-11,Columbia Pictures
Les Misérables,2012-12-05,Relativity Media
Les Misérables,2012-12-05,Working Title Films
Les Misérables,2012-12-05,Camack International
Life of Pi,2012-09-28,Fox 2000 Pictures
Life of Pi,2012-09-28,Dune Entertainment
Life of Pi,2012-09-28,Ingenious Media
Life of Pi,2012-09-28,Haishang Films
Lincoln,2012-10-08,DreamWorks Pictures
Lincoln,2012-10-08,20th Century Fox
Lincoln,2012-10-08,Participant
Lincoln,2012-10-08,Reliance Entertainment
Lincoln,2012-10-08,Dune Entertainment
Lincoln,2012-10-08,Amblin Entertainment
Lincoln,2012-10-08,The Kennedy/Marshall Company
Silver Linings Playbook,2012-09-08,The Weinstein Company
Zero Dark Thirty,2012-12-10,First Light
Zero Dark Thirty,2012-12-10,Annapurna Pictures
The Master,2012-09-01,JoAnne Sellar Productions
The Master,2012-09-01,Ghoulardi Film Company
The Master,2012-09-01,Annapurna Pictures
Flight,2012-10-14,Parkes+ MacDonald Image Nation
Flight,2012-10-14,ImageMovers
The Impossible,2012-09-09,Apaches Entertainment
The Impossible,2012-09-09,Telecinco Cinema
The Sessions,2012-01-23,Such Much Films Rhino Films
Moonrise Kingdom,2012-05-16,Indian Paintbrush American Empirical Pictures
Brave,2012-06-10,Pixar Animation Studios
Frankenweenie,2012-09-20,Walt Disney Pictures Tim Burton Productions
ParaNorman,2012-08-03,Laika
The Pirates!In an Adventure with Scientists!,2012-03-28,Columbia Pictures
The Pirates!In an Adventure with Scientists!,2012-03-28,Sony Pictures Animation
The Pirates!In an Adventure with Scientists!,2012-03-28,Aardman Animations
Wreck-It Ralph,2012-10-29,Walt Disney Animation Studios
Kon-Tiki,2012-08-24,Nordisk Film
Kon-Tiki,2012-08-24,Film i Väst
Kon-Tiki,2012-08-24,Recorded Picture Company
Kon-Tiki,2012-08-24,DCM Productions
Kon-Tiki,2012-08-24,Roenbergfilm
No,2012-05-18,Participant Media
A Royal Affair,2012-02-16,Zentropa Entertainments
Searching for Sugar Man,2012-01-19,Red Box Film
Searching for Sugar Man,2012-01-19,Passion Pictures
Searching for Sugar Man,2012-01-19,Canfield Pictures
Searching for Sugar Man,2012-01-19,Sveriges Television
Searching for Sugar Man,2012-01-19,Yle Co-Production
Searching for Sugar Man,2012-01-19,Hysteria Film
How to Survive a Plague,2012-01-22,Public Square Films Ninety Thousand Words
The Invisible War,2012-01-20,Chain Camera Pictures
The Invisible War,2012-01-20,Independent Lens
The Invisible War,2012-01-20,Rise Films
The Invisible War,2012-01-20,ITVS
The Invisible War,2012-01-20,Fork Films
The Invisible War,2012-01-20,Cuomo Cole Productions
Inocente,1999-09-19,Shine Global
Curfew,2012-05-28,Fuzzy Logic Pictures
Buzkashi Boys,2012-12-07,Afghan Film Project Development Pictures
Paperman,2012-11-02,Walt Disney Animation Studios
Head over Heels,1999-09-19,National Film and Television School
The Longest Daycare,2012-07-13,20th Century Fox Animation Gracie Films
Anna Karenina,2012-09-07,Working Title Films StudioCanal
Skyfall,2012-10-23,Eon Productions
Skyfall,2012-10-23,Metro-Goldwyn-Mayer
Skyfall,2012-10-23,Columbia Pictures
Skyfall,2012-10-23,B23
Ted,2012-06-29,Media Rights Capital
Ted,2012-06-29,Fuzzy Door Productions
Ted,2012-06-29,Bluegrass Films
Ted,2012-06-29,Smart Entertainment
The Hobbit: An Unexpected Journey,2012-11-28,New Line Cinema
The Hobbit: An Unexpected Journey,2012-11-28,Metro-Goldwyn-Mayer Pictures
The Hobbit: An Unexpected Journey,2012-11-28,WingNut Films
Hitchcock,2012-11-01,The Montecito Picture Company Cold Spring Pictures
Mirror Mirror,2012-03-30,Relativity Media
Mirror Mirror,2012-03-30,Yucaipa Films
Mirror Mirror,2012-03-30,Goldmann Pictures
Mirror Mirror,2012-03-30,Rat Entertainment
Mirror Mirror,2012-03-30,Misha Films
Mirror Mirror,2012-03-30,Mel's Cité du Cinéma
Mirror Mirror,2012-03-30,Misher Films
Snow White and the Huntsman,2012-05-30,Roth Films
The Avengers,2012-04-11,Marvel Studios
Prometheus,2012-05-31,Scott Free Productions
Prometheus,2012-05-31,Brandywine Productions
Prometheus,2012-05-31,Dune Entertainment
12 Years a Slave,2013-08-30,Regency Enterprises
12 Years a Slave,2013-08-30,River Road Entertainment
12 Years a Slave,2013-08-30,Plan B Entertainment
12 Years a Slave,2013-08-30,Film4
American Hustle,2013-12-08,Columbia Pictures
American Hustle,2013-12-08,Atlas Entertainment
American Hustle,2013-12-08,Annapurna Pictures
Captain Phillips,2013-09-27,Columbia Pictures
Captain Phillips,2013-09-27,Scott Rudin Productions
Captain Phillips,2013-09-27,Michael De Luca Productions
Captain Phillips,2013-09-27,Trigger Street Productions
Dallas Buyers Club,2013-09-07,Truth Entertainment
Dallas Buyers Club,2013-09-07,Voltage Pictures
Gravity,2013-08-28,Heyday Films
Gravity,2013-08-28,Esperanto Filmoj
Her,2013-10-12,Annapurna Pictures
Nebraska,2013-05-23,Paramount Vantage
Nebraska,2013-05-23,Blue Lake Media Fund
Nebraska,2013-05-23,Bona Fide Productions
Nebraska,2013-05-23,Echo Lake Entertainment
Nebraska,2013-05-23,FilmNation Entertainment
Philomena,2013-08-31,Pathé
Philomena,2013-08-31,BBC Films
Philomena,2013-08-31,BFI
Philomena,2013-08-31,Yucaipa Films
Philomena,2013-08-31,Canal+
Philomena,2013-08-31,Ciné+
Philomena,2013-08-31,Baby Cow Productions
Philomena,2013-08-31,Magnolia Mae Films
The Wolf of Wall Street,2013-12-17,Red Granite Pictures
The Wolf of Wall Street,2013-12-17,Appian Way Productions
The Wolf of Wall Street,2013-12-17,Sikelia Productions
The Wolf of Wall Street,2013-12-17,EMJAG Productions
Blue Jasmine,2013-07-26,Gravier Productions
Blue Jasmine,2013-07-26,Perdido Productions
August: Osage County,2013-09-09,Jean Doumanian Productions
August: Osage County,2013-09-09,Smoke House Pictures
August: Osage County,2013-09-09,Battle Mountain Films
August: Osage County,2013-09-09,Yucaipa Films
Before Midnight,2013-01-20,Castle Rock Entertainment Venture Forth Detour Filmproduction
Frozen,2013-11-19,Walt Disney Animation Studios
The Croods,2013-02-15,DreamWorks Animation
Despicable Me 2,2013-06-05,Universal Pictures
Despicable Me 2,2013-06-05,Illumination Entertainment
Ernest & Celestine,2012-05-23,La Parti Productions Les Armateurs Melusine Productions
The Wind Rises,2013-07-20,Studio Ghibli
The Great Beauty,2013-05-21,Indigo Film
The Great Beauty,2013-05-21,Babe Films
The Great Beauty,2013-05-21,Pathé
The Great Beauty,2013-05-21,Medusa Film
The Great Beauty,2013-05-21,France 2 Cinéma
The Broken Circle Breakdown,2012-10-10,Menuet Topkapi Films
The Hunt,2012-05-20,Zentropa
20 Feet from Stardom,2013-01-17,Tremolo Productions Gil Friesen Productions
The Act of Killing,2012-08-31,Final Cut for Real
The Act of Killing,2012-08-31,DK Film
Cutie and the Boxer,2013-01-19,Cine Mosaic Ex Lion Tamer Little Magic Films
The Square (El-Midan),2013-01-18,Noujaim Films Worldview Entertainment
The Lady in Number 6: Music Saved My Life,1999-09-19,Reed Entertainment/Bunbury Films
Helium,2014-01-25,M&M Productions
Get a Horse!,2013-06-11,Walt Disney Animation Studios
The Book Thief,2013-10-03,Fox 2000 Pictures
The Book Thief,2013-10-03,Sunswept Entertainment
The Book Thief,2013-10-03,Studio Babelsberg
The Book Thief,2013-10-03,TSG Entertainment
Saving Mr. Banks,2013-10-20,Walt Disney Pictures
Saving Mr. Banks,2013-10-20,Ruby Films
Saving Mr. Banks,2013-10-20,Essential Media and Entertainment
Saving Mr. Banks,2013-10-20,BBC Films
Saving Mr. Banks,2013-10-20,Hopscotch Features
Mandela: Long Walk to Freedom,2013-09-07,Pathé
Mandela: Long Walk to Freedom,2013-09-07,Videovision Entertainment
Mandela: Long Walk to Freedom,2013-09-07,Distant Horizon
Mandela: Long Walk to Freedom,2013-09-07,Origin Pictures
Alone yet Not Alone: Their Faith Became Their Freedom,2013-09-27,AYNA
All Is Lost,2013-05-22,Black Bear Pictures
All Is Lost,2013-05-22,Treehouse Pictures
All Is Lost,2013-05-22,Before the Door Pictures
All Is Lost,2013-05-22,Washington Square Films
All Is Lost,2013-05-22,Sudden Storm Productions
The Hobbit:The Desolation of Smaug,2013-12-02,New Line Cinema
The Hobbit:The Desolation of Smaug,2013-12-02,Metro-Goldwyn-Mayer Pictures
The Hobbit:The Desolation of Smaug,2013-12-02,WingNut Films
Lone Survivor,2013-11-12,Emmett/Furla Films
Lone Survivor,2013-11-12,Film 44
Lone Survivor,2013-11-12,Foresight Unlimited
Lone Survivor,2013-11-12,Herrick Entertainment
Lone Survivor,2013-11-12,Spikings Entertainment
Lone Survivor,2013-11-12,Envision Entertainment
Lone Survivor,2013-11-12,Closest to the Hole Productions
Lone Survivor,2013-11-12,Leverage Management
Inside Llewyn Davis,2013-05-19,StudioCanal
Inside Llewyn Davis,2013-05-19,Anton Capital Entertainment
Inside Llewyn Davis,2013-05-19,Scott Rudin Productions
Inside Llewyn Davis,2013-05-19,Mike Zoss Productions
The Great Gatsby,2013-05-01,Village Roadshow Pictures
The Great Gatsby,2013-05-01,Bazmark Productions
The Great Gatsby,2013-05-01,A&E Television
The Great Gatsby,2013-05-01,Red Wagon Entertainment
The Grandmaster,2013-01-08,Annapurna Pictures Block 2 Pictures Jet Tone Films Sil-Metropole Organisation Bona International Fi
Prisoners,2013-08-30,Alcon Entertainment
Prisoners,2013-08-30,8:38 Productions
Prisoners,2013-08-30,Madhouse Entertainment
Jackass Presents: Bad Grandpa,2013-10-25,Dickhouse Productions
Jackass Presents: Bad Grandpa,2013-10-25,MTV Films
The Lone Ranger,2013-06-22,Walt Disney Pictures
The Lone Ranger,2013-06-22,Jerry Bruckheimer Films
The Lone Ranger,2013-06-22,Blind Wink Productions
The Lone Ranger,2013-06-22,Infinitum Nihil
The Invisible Woman,2013-08-31,WestEnd Films
The Invisible Woman,2013-08-31,Headline Pictures
The Invisible Woman,2013-08-31,BBC Films
The Invisible Woman,2013-08-31,BFI
The Invisible Woman,2013-08-31,Magnolia Mae Films
The Invisible Woman,2013-08-31,Taeoo Entertainment
Iron Man 3,2013-04-14,Marvel Studios
Star Trek Into Darkness,2013-04-23,Paramount Pictures
Star Trek Into Darkness,2013-04-23,Skydance Productions
Star Trek Into Darkness,2013-04-23,Bad Robot
Birdman,2014-08-27,Regency Enterprises
Birdman,2014-08-27,New Regency
Birdman,2014-08-27,M Productions
Birdman,2014-08-27,Le Grisbi Productions
Birdman,2014-08-27,TSG Entertainment
Birdman,2014-08-27,Worldview Entertainment
American Sniper,2014-11-11,Village Roadshow Pictures
American Sniper,2014-11-11,RatPac-Dune Entertainment
American Sniper,2014-11-11,Mad Chance Productions
American Sniper,2014-11-11,22nd & Indiana Pictures
American Sniper,2014-11-11,Malpaso Productions
Boyhood,2014-01-19,IFC Productions
Boyhood,2014-01-19,Detour Filmproduction
Boyhood,2014-01-19,Cinetic Media
The Grand Budapest Hotel,2014-02-06,Fox Searchlight Pictures
The Grand Budapest Hotel,2014-02-06,TSG Entertainment
The Grand Budapest Hotel,2014-02-06,Indian Paintbrush
The Grand Budapest Hotel,2014-02-06,Studio Babelsberg
The Grand Budapest Hotel,2014-02-06,American Empirical Pictures
The Imitation Game,2014-08-29,Black Bear Pictures
The Imitation Game,2014-08-29,Bristol Automotive
The Imitation Game,2014-08-29,Orange Corp
Selma,2014-11-11,Pathé
Selma,2014-11-11,Cloud Eight Films
Selma,2014-11-11,Plan B Entertainment
Selma,2014-11-11,Harpo Films
Selma,2014-11-11,Ingenious Media
Selma,2014-11-11,Redgill Selma Productions
The Theory of Everything,2014-09-07,Working Title Films
Whiplash,2014-01-16,Bold Films
Whiplash,2014-01-16,Blumhouse Productions
Whiplash,2014-01-16,Right of Way Films
Foxcatcher,2014-05-19,Annapurna Pictures
Foxcatcher,2014-05-19,Likely Story
Still Alice,2014-09-08,Killer Films
Still Alice,2014-09-08,Lutzus-Brown
Still Alice,2014-09-08,BSM Studio
Still Alice,2014-09-08,Big Indie Pictures
Still Alice,2014-09-08,Shriver Films
"Two Days, One Night",2014-05-20,Les Films du Fleuve
"Two Days, One Night",2014-05-20,Archipel 35
"Two Days, One Night",2014-05-20,BIM Distribuzione
"Two Days, One Night",2014-05-20,Eyeworks
"Two Days, One Night",2014-05-20,Eurimages
"Two Days, One Night",2014-05-20,France 2 Cinéma
"Two Days, One Night",2014-05-20,Radio Télévision Belge Francophone
"Two Days, One Night",2014-05-20,Belgacom
Gone Girl,2014-09-26,20th Century Fox
Gone Girl,2014-09-26,Regency Enterprises
Wild,2014-08-29,Pacific Standard
Wild,2014-08-29,River Road Entertainment
Wild,2014-08-29,TSG Entertainment
The Judge,2014-09-04,Village Roadshow Pictures
The Judge,2014-09-04,RatPac-Dune Entertainment
The Judge,2014-09-04,Team Downey
The Judge,2014-09-04,Big Kid Pictures
Into the Woods,2014-12-08,Walt Disney Pictures
Into the Woods,2014-12-08,Lucamar Productions
Into the Woods,2014-12-08,Marc Platt Productions
Nightcrawler,2014-09-05,Bold Films
Inherent Vice,2014-10-04,IAC Films
Inherent Vice,2014-10-04,Ghoulardi Film Company
Inherent Vice,2014-10-04,RatPac-Dune Entertainment
Inherent Vice,2014-10-04,Scott Rudin Productions
Big Hero 6,2014-10-23,Walt Disney Animation Studios
The Boxtrolls,2014-08-31,Laika
How to Train Your Dragon 2,2014-05-16,DreamWorks Animation
Song of the Sea,2014-09-06,Cartoon Saloon
Song of the Sea,2014-09-06,Melusine Productions
Song of the Sea,2014-09-06,Big Farm
Song of the Sea,2014-09-06,Super Productions
Song of the Sea,2014-09-06,Noerlum Studios
The Tale of the Princess Kaguya,2013-11-23,Studio Ghibli
Ida,2013-09-07,Polish Film Institute
Ida,2013-09-07,Canal+ Polska
Ida,2013-09-07,Danish Film Institute
Ida,2013-09-07,Eurimages
Leviathan,2014-05-23,Non-Stop Production
Leviathan,2014-05-23,Russian Ministry of Culture Cinema Fund
Leviathan,2014-05-23,RuArts Foundation
Timbuktu,2014-05-15,Arte France Cinéma
Timbuktu,2014-05-15,Canal+
Timbuktu,2014-05-15,Ciné+
Timbuktu,2014-05-15,CNC
Timbuktu,2014-05-15,TV5 Monde
Wild Tales,2014-05-17,Kramer & Sigman Films
Wild Tales,2014-05-17,El Deseo
Wild Tales,2014-05-17,Telefe Productions
Wild Tales,2014-05-17,Corner Contenidos
Citizenfour,2014-10-10,HBO Documentary Films
Citizenfour,2014-10-10,Participant Media
Citizenfour,2014-10-10,Praxis Films
Finding Vivian Maier,2013-09-09,Ravine Pictures
Last Days in Vietnam,2014-01-17,Moxie Firecracker Films
The Salt of the Earth,2014-05-20,Decia Films
The Salt of the Earth,2014-05-20,Amazonas Images
The Salt of the Earth,2014-05-20,Fondazione Solares delle Arti
Virunga,2014-04-17,The Bertha Foundation
Virunga,2014-04-17,Britdoc Foundation
Virunga,2014-04-17,Grain Media
Virunga,2014-04-17,Violet Films
Virunga,2014-04-17,Appian Way Productions
Crisis Hotline: Veterans Press 1,2013-11-11,HBO Documentary Films
Feast,2014-06-10,Walt Disney Animation Studios
The Bigger Picture,2014-05-21,National Film and Television School
The Dam Keeper,2014-02-11,Tonko House LLC
Me and My Moulton,2014-06-10,Mikrofilm National Film Board of Canada
Interstellar,2014-10-26,Paramount Pictures
Interstellar,2014-10-26,Warner Bros. Pictures
Interstellar,2014-10-26,Legendary Pictures
