title,releaseDate,productionCompany
Music for the Movies: Bernard Herrmann,1992,Alternate Current Les Films d'Ici La Sept
Educating Peter,1992-12-15,"State of the Art, Inc."
At the Edge of Conquest: The Journey of Chief Wai-Wai,1992,Realis Pictures
When Abortion Is Illegal: Untold Stories,1992,Concentric Media
Omnibus,1992-5,Lazennec Tout Court
Contact,1992-07-23,Chanticleer Films
Mona Lisa Descending a Staircase,1992,Joan C. Gratz Productions
Adam,1992-04-09,Aardman Animations
Aladdin,1992-11-11,Walt Disney Feature Animation
Basic Instinct,1992-03-18,Carolco Pictures
Basic Instinct,1992-03-18,Le Studio Canal+
Chaplin,1992-12-17,Carolco Pictures
Chaplin,1992-12-17,Le Studio Canal+
Chaplin,1992-12-17,RCS Video
Howards End,1992-02-27,"Merchant Ivory Productions Sumitomo Corporation Imagica Corporation Cinema Ten JSB Japan Satellite Broadcasting, Inc. Ide Productions FilmFour International"
Aladdin,1992-11-11,Walt Disney Feature Animation
Aladdin,1992-11-11,Walt Disney Feature Animation
The Bodyguard,1992-11-23,Tig Productions
The Bodyguard,1992-11-23,Kasdan Pictures
The Bodyguard,1992-11-23,Tig Productions
The Bodyguard,1992-11-23,Kasdan Pictures
The Mambo Kings,1992-02-07,Le Studio Canal+
The Mambo Kings,1992-02-07,Regency Enterprises
The Mambo Kings,1992-02-07,Alcor Films
The Mambo Kings,1992-02-07,Northwest Productions
Bram Stoker's Dracula,1992-11-13,American Zoetrope
Bram Stoker's Dracula,1992-11-13,Osiris Films
Aladdin,1992-11-11,Walt Disney Feature Animation
Under Siege,1992-10-09,Regency Enterprises
Under Siege,1992-10-09,Le Studio Canal +
Under Siege,1992-10-09,Alcor Films
The Last of the Mohicans,1992-08-26,Morgan Creek Productions
Aladdin,1992-11-11,Walt Disney Feature Animation
A Few Good Men,1992-12-09,Castle Rock Entertainment
Under Siege,1992-10-09,Regency Enterprises
Under Siege,1992-10-09,Le Studio Canal +
Under Siege,1992-10-09,Alcor Films
Unforgiven,1992-08-03,Malpaso Productions
Howards End,1992-02-27,"Merchant Ivory Productions Sumitomo Corporation Imagica Corporation Cinema Ten JSB Japan Satellite Broadcasting, Inc. Ide Productions FilmFour International"
Bram Stoker's Dracula,1992-11-13,American Zoetrope
Bram Stoker's Dracula,1992-11-13,Osiris Films
Chaplin,1992-12-17,Carolco Pictures
Chaplin,1992-12-17,Le Studio Canal+
Chaplin,1992-12-17,RCS Video
Toys,1992-12-18,Baltimore Pictures
Unforgiven,1992-08-03,Malpaso Productions
Hoffa,1992-12-25,Jersey Films
Howards End,1992-02-27,"Merchant Ivory Productions Sumitomo Corporation Imagica Corporation Cinema Ten JSB Japan Satellite Broadcasting, Inc. Ide Productions FilmFour International"
The Lover,1992-01-22,Films A2
The Lover,1992-01-22,Renn Productions
The Lover,1992-01-22,Burrill Productions
Unforgiven,1992-08-03,Malpaso Productions
Bram Stoker's Dracula,1992-11-13,American Zoetrope
Bram Stoker's Dracula,1992-11-13,Osiris Films
Batman Returns,1992-06-16,Warner Bros.
Batman Returns,1992-06-16,PolyGram Pictures
Hoffa,1992-12-25,Jersey Films
Bram Stoker's Dracula,1992-11-13,American Zoetrope
Bram Stoker's Dracula,1992-11-13,Osiris Films
Enchanted April,1991-11-06,BBC Films
Howards End,1992-02-27,"Merchant Ivory Productions Sumitomo Corporation Imagica Corporation Cinema Ten JSB Japan Satellite Broadcasting, Inc. Ide Productions FilmFour International"
Malcolm X,1992-11-18,40 Acres and a Mule Filmworks
Toys,1992-12-18,Baltimore Pictures
Unforgiven,1992-08-03,Malpaso Productions
Basic Instinct,1992-03-18,Carolco Pictures
Basic Instinct,1992-03-18,Le Studio Canal+
The Crying Game,1992-09-02,Palace Pictures
The Crying Game,1992-09-02,Channel Four Films
The Crying Game,1992-09-02,British Screen
The Crying Game,1992-09-02,Nippon Film Development
A Few Good Men,1992-12-09,Castle Rock Entertainment
The Player,1992-04-03,Avenue Pictures
The Player,1992-04-03,Spelling Entertainment
The Player,1992-04-03,David Brown Productions
The Player,1992-04-03,Addis-Wechsler
Alien 3,1992-05-22,Brandywine Productions
Batman Returns,1992-06-16,Warner Bros.
Batman Returns,1992-06-16,PolyGram Pictures
Schindler's List,1993-11-30,Universal Pictures
Schindler's List,1993-11-30,Amblin Entertainment
The Fugitive,1993-07-29,Kopelson Entertainment
In the Name of the Father,1993-12-27,Hell's Kitchen Films
The Piano,1993-05-15,Jan Chapman Productions CiBy 2000
The Remains of the Day,1993-10-25,Merchant Ivory Productions
Schindler's List,1993-11-30,Universal Pictures
Schindler's List,1993-11-30,Amblin Entertainment
In the Name of the Father,1993-12-27,Hell's Kitchen Films
The Piano,1993-05-15,Jan Chapman Productions CiBy 2000
The Remains of the Day,1993-10-25,Merchant Ivory Productions
Short Cuts,1993-10-03,Spelling Films International
Short Cuts,1993-10-03,Cary Brokaw Productions
Short Cuts,1993-10-03,Avenue Pictures
Philadelphia,1993-12-14,Clinica Estetico Productions
In the Name of the Father,1993-12-27,Hell's Kitchen Films
What's Love Got to Do with It,1993-06-06,Touchstone Pictures
The Remains of the Day,1993-10-25,Merchant Ivory Productions
Schindler's List,1993-11-30,Universal Pictures
Schindler's List,1993-11-30,Amblin Entertainment
The Piano,1993-05-15,Jan Chapman Productions CiBy 2000
What's Love Got to Do with It,1993-06-06,Touchstone Pictures
Six Degrees of Separation,1993-12-08,Maiden Movies
Six Degrees of Separation,1993-12-08,New Regency
The Remains of the Day,1993-10-25,Merchant Ivory Productions
Shadowlands,1993-12-25,Price Entertainment Spelling Films International
The Fugitive,1993-07-29,Kopelson Entertainment
What's Eating Gilbert Grape,1993-12-17,Matalon Teper Ohlsson
Schindler's List,1993-11-30,Universal Pictures
Schindler's List,1993-11-30,Amblin Entertainment
In the Line of Fire,1993-07-09,Castle Rock Entertainment
In the Line of Fire,1993-07-09,Apple-Rose Productions
In the Name of the Father,1993-12-27,Hell's Kitchen Films
The Piano,1993-05-15,Jan Chapman Productions CiBy 2000
The Firm,1993-06-30,Davis Entertainment
The Firm,1993-06-30,Scott Rudin Productions
The Firm,1993-06-30,Mirage Enterprises
The Age of Innocence,1993-09-17,Cappa Productions
In the Name of the Father,1993-12-27,Hell's Kitchen Films
The Piano,1993-05-15,Jan Chapman Productions CiBy 2000
Dave,1993-05-07,Northern Lights Entertainment Donner/Shuler-Donner
In the Line of Fire,1993-07-09,Castle Rock Entertainment
In the Line of Fire,1993-07-09,Apple-Rose Productions
Philadelphia,1993-12-14,Clinica Estetico Productions
Schindler's List,1993-11-30,Universal Pictures
Schindler's List,1993-11-30,Amblin Entertainment
The Age of Innocence,1993-09-17,Cappa Productions
In the Name of the Father,1993-12-27,Hell's Kitchen Films
The Remains of the Day,1993-10-25,Merchant Ivory Productions
Shadowlands,1993-12-25,Price Entertainment Spelling Films International
Belle Époque,1992-12-04,Fernando Trueba PC
Belle Époque,1992-12-04,Lola Films
Belle Époque,1992-12-04,Animatógrafo
Belle Époque,1992-12-04,French Production
Farewell My Concubine,1993-01-01,Beijing Film Studio
Farewell My Concubine,1993-01-01,China Film Co-Production Corporation
Farewell My Concubine,1993-01-01,Tomson Films
Farewell My Concubine,1993-01-01,Maverick Picture Company
The Wedding Banquet,1993-02,Good Machine Central Motion Picture Corporation
I Am a Promise,1993,Video Verite Films
The Broadcast Tapes of Dr. Peter,1993-07-01,Paperny Films
Children of Fate: Life and Death in a Sicilian Family,1993,Archipelago Films
The War Room,1993-12-05,Pennebaker Associates
The War Room,1993-12-05,McEttinger Films
The War Room,1993-12-05,Cyclone Films
Defending Our Lives,1993,Cambridge Documentary Films
Blood Ties: The Life and Work of Sally Mann,1994-1,Moving Target Prods.
Chicks in White Satin,1993,USC School of Cinema-Television
Schwarzfahrer,1993-02-11,Trans-Film
The Wrong Trousers,1993-12-26,Aardman Animations Wallace and Gromit Ltd. BBC Bristol Lionheart Television BBC Children's International
The Mighty River,1993-6,Société Radio-Canada
The Village,1993-05,Pizazz Pictures
Schindler's List,1993-11-30,Universal Pictures
Schindler's List,1993-11-30,Amblin Entertainment
The Age of Innocence,1993-09-17,Cappa Productions
The Firm,1993-06-30,Davis Entertainment
The Firm,1993-06-30,Scott Rudin Productions
The Firm,1993-06-30,Mirage Enterprises
The Fugitive,1993-07-29,Kopelson Entertainment
The Remains of the Day,1993-10-25,Merchant Ivory Productions
Philadelphia,1993-12-14,Clinica Estetico Productions
Poetic Justice,1993-07-23,Columbia Pictures
Beethoven's 2nd,1993-12-17,Northern Lights Entertainment
Philadelphia,1993-12-14,Clinica Estetico Productions
Jurassic Park,1993-06-09,Universal Pictures Amblin Entertainment
Cliffhanger,1993-05-20,Carolco Pictures
Cliffhanger,1993-05-20,Le Studio Canal+
Cliffhanger,1993-05-20,Pioneer Corporation
Cliffhanger,1993-05-20,RCS Video
The Fugitive,1993-07-29,Kopelson Entertainment
Geronimo: An American Legend,1993-12-10,Columbia Pictures
Schindler's List,1993-11-30,Universal Pictures
Schindler's List,1993-11-30,Amblin Entertainment
Jurassic Park,1993-06-09,Universal Pictures Amblin Entertainment
Cliffhanger,1993-05-20,Carolco Pictures
Cliffhanger,1993-05-20,Le Studio Canal+
Cliffhanger,1993-05-20,Pioneer Corporation
Cliffhanger,1993-05-20,RCS Video
The Fugitive,1993-07-29,Kopelson Entertainment
Schindler's List,1993-11-30,Universal Pictures
Schindler's List,1993-11-30,Amblin Entertainment
Addams Family Values,1993-11-19,Scott Rudin Productions
The Age of Innocence,1993-09-17,Cappa Productions
Orlando,1992-09-01,Adventure Pictures
Orlando,1992-09-01,Lenfilm
Orlando,1992-09-01,Mikado Film
Orlando,1992-09-01,Rio
Orlando,1992-09-01,Sigma Film Productions
The Remains of the Day,1993-10-25,Merchant Ivory Productions
Mrs. Doubtfire,1993-11-24,20th Century Fox
Mrs. Doubtfire,1993-11-24,Blue Wolf Productions
Philadelphia,1993-12-14,Clinica Estetico Productions
Schindler's List,1993-11-30,Universal Pictures
Schindler's List,1993-11-30,Amblin Entertainment
The Age of Innocence,1993-09-17,Cappa Productions
Orlando,1992-09-01,Adventure Pictures
Orlando,1992-09-01,Lenfilm
Orlando,1992-09-01,Mikado Film
Orlando,1992-09-01,Rio
Orlando,1992-09-01,Sigma Film Productions
The Piano,1993-05-15,Jan Chapman Productions CiBy 2000
The Remains of the Day,1993-10-25,Merchant Ivory Productions
Schindler's List,1993-11-30,Universal Pictures
Schindler's List,1993-11-30,Amblin Entertainment
Schindler's List,1993-11-30,Universal Pictures
Schindler's List,1993-11-30,Amblin Entertainment
Farewell My Concubine,1993-01-01,Beijing Film Studio
Farewell My Concubine,1993-01-01,China Film Co-Production Corporation
Farewell My Concubine,1993-01-01,Tomson Films
Farewell My Concubine,1993-01-01,Maverick Picture Company
The Fugitive,1993-07-29,Kopelson Entertainment
The Piano,1993-05-15,Jan Chapman Productions CiBy 2000
Schindler's List,1993-11-30,Universal Pictures
Schindler's List,1993-11-30,Amblin Entertainment
The Fugitive,1993-07-29,Kopelson Entertainment
In the Name of the Father,1993-12-27,Hell's Kitchen Films
In the Line of Fire,1993-07-09,Castle Rock Entertainment
In the Line of Fire,1993-07-09,Apple-Rose Productions
The Piano,1993-05-15,Jan Chapman Productions CiBy 2000
Jurassic Park,1993-06-09,Universal Pictures Amblin Entertainment
Cliffhanger,1993-05-20,Carolco Pictures
Cliffhanger,1993-05-20,Le Studio Canal+
Cliffhanger,1993-05-20,Pioneer Corporation
Cliffhanger,1993-05-20,RCS Video
The Nightmare Before Christmas,1993-10-09,Touchstone Pictures
The Nightmare Before Christmas,1993-10-09,Skellington Productions
Forrest Gump,1994-06-23,The Tisch Company
Four Weddings and a Funeral,1994-01-20,PolyGram Filmed Entertainment
Four Weddings and a Funeral,1994-01-20,Channel Four Films
Four Weddings and a Funeral,1994-01-20,Working Title Films
Pulp Fiction,1994-05-21,A Band Apart
Pulp Fiction,1994-05-21,Jersey Films
Quiz Show,1994-09-14,Hollywood Pictures
Quiz Show,1994-09-14,Michael Jacobs Productions
The Shawshank Redemption,1994-09-10,Castle Rock Entertainment
Forrest Gump,1994-06-23,The Tisch Company
Bullets Over Broadway,1994-09-04,Sweetland Films
Pulp Fiction,1994-05-21,A Band Apart
Pulp Fiction,1994-05-21,Jersey Films
Quiz Show,1994-09-14,Hollywood Pictures
Quiz Show,1994-09-14,Michael Jacobs Productions
Three Colours: Red,1994-05-12,mk2 Productions SA
Three Colours: Red,1994-05-12,France 3 Cinéma
Three Colours: Red,1994-05-12,CAB Productions SA
Three Colours: Red,1994-05-12,TOR Production
Three Colours: Red,1994-05-12,Canal+
Three Colours: Red,1994-05-12,Télévision Suisse Romande
Forrest Gump,1994-06-23,The Tisch Company
The Shawshank Redemption,1994-09-10,Castle Rock Entertainment
The Madness of King George,1994-12-28,Channel Four Films
The Madness of King George,1994-12-28,Close Call Films
Pulp Fiction,1994-05-21,A Band Apart
Pulp Fiction,1994-05-21,Jersey Films
Nell,1994-12-16,PolyGram Filmed Entertainment Egg Pictures
Little Women,1994-12-25,DiNovi Pictures
The Client,1994-07-20,Regency Enterprises
The Client,1994-07-20,Alcor Films
Ed Wood,1994-09-24,Touchstone Pictures
Pulp Fiction,1994-05-21,A Band Apart
Pulp Fiction,1994-05-21,Jersey Films
Bullets Over Broadway,1994-09-04,Sweetland Films
Quiz Show,1994-09-14,Hollywood Pictures
Quiz Show,1994-09-14,Michael Jacobs Productions
Forrest Gump,1994-06-23,The Tisch Company
Bullets Over Broadway,1994-09-04,Sweetland Films
The Madness of King George,1994-12-28,Channel Four Films
The Madness of King George,1994-12-28,Close Call Films
Pulp Fiction,1994-05-21,A Band Apart
Pulp Fiction,1994-05-21,Jersey Films
Pulp Fiction,1994-05-21,A Band Apart
Pulp Fiction,1994-05-21,Jersey Films
Bullets Over Broadway,1994-09-04,Sweetland Films
Four Weddings and a Funeral,1994-01-20,PolyGram Filmed Entertainment
Four Weddings and a Funeral,1994-01-20,Channel Four Films
Four Weddings and a Funeral,1994-01-20,Working Title Films
Heavenly Creatures,1994-10-14,WingNut Films Fontana Productions New Zealand Film Commission
Three Colours: Red,1994-05-12,mk2 Productions SA
Three Colours: Red,1994-05-12,France 3 Cinéma
Three Colours: Red,1994-05-12,CAB Productions SA
Three Colours: Red,1994-05-12,TOR Production
Three Colours: Red,1994-05-12,Canal+
Three Colours: Red,1994-05-12,Télévision Suisse Romande
Forrest Gump,1994-06-23,The Tisch Company
The Madness of King George,1994-12-28,Channel Four Films
The Madness of King George,1994-12-28,Close Call Films
Quiz Show,1994-09-14,Hollywood Pictures
Quiz Show,1994-09-14,Michael Jacobs Productions
The Shawshank Redemption,1994-09-10,Castle Rock Entertainment
Eat Drink Man Woman,1994-07-02,Ang Lee Pictures
Eat Drink Man Woman,1994-07-02,Central Motion Pictures
Eat Drink Man Woman,1994-07-02,Good Machine
Eat Drink Man Woman,1994-07-02,Xiongfa Film Company
Farinelli,1994-12-07,Stéphan Films MG Italian International Film K2 SA Alinea Films Union Generale Cinematographique Canal+ France 2 Cinéma Studio Image Mediaset RTL-TVI Filmstiftung Nordrhein-Westfalen
Maya Lin: A Strong Clear Vision,1994-10,American Film Foundation
A Time for Justice,1994,Guggenheim Productions
89mm from Europe,1993,Studio Filmowe Kalejdoskop
Blues Highway,1994,Half Court Pictures National Geographic Explorer
School of the Americas Assassins,1994,"Richter Productions, Inc."
Straight from the Heart,1994,Woman Vision
Franz Kafka's It's a Wonderful Life,1993,BBC Scotland
Franz Kafka's It's a Wonderful Life,1993,The Scottish Film Production Fund
Franz Kafka's It's a Wonderful Life,1993,Conundrum Films
Bob's Birthday,1993-12-26,National Film Board of Canada Channel 4
The Lion King,1994-06-15,Walt Disney Feature Animation
Forrest Gump,1994-06-23,The Tisch Company
Interview with the Vampire,1994-11-11,The Geffen Film Company
Little Women,1994-12-25,DiNovi Pictures
The Shawshank Redemption,1994-09-10,Castle Rock Entertainment
The Lion King,1994-06-15,Walt Disney Feature Animation
The Lion King,1994-06-15,Walt Disney Feature Animation
The Lion King,1994-06-15,Walt Disney Feature Animation
Junior,1994-11-23,Northern Lights Entertainment
The Paper,1994-03-18,Imagine Entertainment
Speed,1994-06-07,Mark Gordon Company 20th Century Fox
Clear and Present Danger,1994-08-03,Mace Neufeld Productions
Forrest Gump,1994-06-23,The Tisch Company
Speed,1994-06-07,Mark Gordon Company 20th Century Fox
Clear and Present Danger,1994-08-03,Mace Neufeld Productions
Forrest Gump,1994-06-23,The Tisch Company
Legends of the Fall,1994-12-23,TriStar Pictures Bedford Falls Productions
The Shawshank Redemption,1994-09-10,Castle Rock Entertainment
The Madness of King George,1994-12-28,Channel Four Films
The Madness of King George,1994-12-28,Close Call Films
Bullets Over Broadway,1994-09-04,Sweetland Films
Forrest Gump,1994-06-23,The Tisch Company
Interview with the Vampire,1994-11-11,The Geffen Film Company
Legends of the Fall,1994-12-23,TriStar Pictures Bedford Falls Productions
Legends of the Fall,1994-12-23,TriStar Pictures Bedford Falls Productions
Forrest Gump,1994-06-23,The Tisch Company
The Shawshank Redemption,1994-09-10,Castle Rock Entertainment
Three Colours: Red,1994-05-12,mk2 Productions SA
Three Colours: Red,1994-05-12,France 3 Cinéma
Three Colours: Red,1994-05-12,CAB Productions SA
Three Colours: Red,1994-05-12,TOR Production
Three Colours: Red,1994-05-12,Canal+
Three Colours: Red,1994-05-12,Télévision Suisse Romande
Wyatt Earp,1994-06-24,Kasdan Pictures
Wyatt Earp,1994-06-24,Tig Productions
Ed Wood,1994-09-24,Touchstone Pictures
Forrest Gump,1994-06-23,The Tisch Company
Mary Shelley's Frankenstein,1994-11-03,TriStar Pictures
